pl_name,hostname,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
Kepler-26 c,Kepler-26,1,4,0,,,,,,,,,3.693,0.060,-0.060,0,,,,,,,,,4049.00,58.00,-58.00,0,0.60,0.03,-0.03,0,0.64,0.07,-0.07,0,,,,,-1.060,0.052,-0.059,0,,,,
Kepler-26 c,Kepler-26,1,4,0,17.25100000,,,0,,,,,2.730,0.630,-0.540,0,,,,,,,,,3853.00,85.00,-107.00,0,0.45,0.09,-0.10,0,0.47,0.08,-0.11,0,-0.500,0.300,-0.400,0,,,,,4.81,0.09,-0.11,0
Kepler-26 d,Kepler-26,1,4,0,3.54391419,0.00001150,-0.00001150,0,,,,,1.060,0.180,-0.170,0,,,,,,,,,4486.00,116.00,-116.00,0,0.46,,,0,0.70,,,0,-0.210,0.100,-0.100,0,-1.111,,,0,4.96,,,0
Kepler-26 d,Kepler-26,1,4,0,,,,,,,,,1.319,0.064,-0.064,0,,,,,,,,,4049.00,58.00,-58.00,0,0.60,0.03,-0.03,0,0.64,0.07,-0.07,0,,,,,-1.060,0.052,-0.059,0,,,,
Kepler-26 d,Kepler-26,1,4,0,3.54391900,0.00001500,-0.00001500,0,0.039000,,,0,1.070,0.060,-0.060,0,,,,,,,,,4486.00,116.00,-116.00,0,0.57,0.03,-0.03,0,,,,,,,,,,,,,4.73,0.20,-0.20,0
Kepler-26 d,Kepler-26,1,4,0,3.54387093,0.00007100,-0.00007100,0,0.037340,0.001720,-0.001720,0,0.980,0.150,-0.150,0,,,,,,,,,3887.00,258.00,-57.00,0,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0,-0.080,0.110,-0.110,0,,,,,,,,
Kepler-26 d,Kepler-26,1,4,0,3.54391789,0.00000567,-0.00000567,0,0.037300,,,0,1.230,0.180,-0.190,0,,,,,0.000000,,,0,3887.00,258.00,-57.00,0,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0,-0.080,0.110,-0.110,0,,,,,4.73,0.09,-0.09,0
Kepler-26 d,Kepler-26,1,4,0,3.54386700,0.00003200,-0.00003200,0,0.039000,,,0,1.130,0.060,-0.060,0,,,,,0.000000,,,0,4486.00,100.00,-100.00,0,0.58,0.02,-0.02,0,0.63,0.03,-0.03,0,,,,0,,,,,4.72,0.20,-0.20,0
Kepler-26 d,Kepler-26,1,4,0,3.54389817,0.00000698,-0.00000698,0,,,,,,,,,,,,,,,,,4486.00,116.00,-116.00,0,0.46,,,0,0.70,,,0,-0.210,0.100,-0.100,0,-1.111,,,0,4.96,,,0
Kepler-26 d,Kepler-26,1,4,0,3.54391789,0.00000567,-0.00000567,0,0.037300,,,0,1.230,0.180,-0.190,0,,,,,0.000000,,,0,3887.00,258.00,-57.00,0,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0,-0.080,0.110,-0.110,0,,,,,4.73,0.09,-0.09,0
Kepler-26 d,Kepler-26,1,4,0,3.54400000,,,0,,,,,0.980,0.230,-0.190,0,,,,,,,,,3853.00,85.00,-107.00,0,0.45,0.09,-0.10,0,0.47,0.08,-0.11,0,-0.500,0.300,-0.400,0,,,,,4.81,0.09,-0.11,0
Kepler-26 d,Kepler-26,1,4,0,,,,,,,,,1.360,0.053,-0.041,0,,,,,,,,,3884.00,78.00,-78.00,0,0.61,0.02,-0.02,0,,,,,,,,,,,,,,,,
Kepler-26 d,Kepler-26,1,4,0,3.54391970,0.00000449,-0.00000449,0,0.037000,,,0,1.210,0.060,-0.100,0,,,,,0.000000,,,0,3879.00,77.00,-85.00,0,0.54,0.03,-0.04,0,0.54,0.04,-0.03,0,-0.120,0.150,-0.150,0,,,,,4.71,0.04,-0.02,0
Kepler-26 d,Kepler-26,1,4,0,3.54391789,0.00000567,-0.00000567,0,,,,,1.360,0.050,-0.080,0,,,,,,,,,4097.00,37.43,-35.78,0,0.60,0.02,-0.02,0,0.62,0.02,-0.03,0,-0.050,0.080,-0.111,0,,,,,4.68,0.01,-0.01,0
Kepler-26 d,Kepler-26,1,4,0,3.54391970,0.00000449,-0.00000449,0,,,,0,,,,0,,,,,,,,0,4486.00,116.00,-116.00,0,0.46,,,0,0.70,,,0,-0.210,0.100,-0.100,0,-1.111,,,0,4.96,,,0
Kepler-26 d,Kepler-26,1,4,0,3.54391789,0.00000567,-0.00000567,0,0.037300,,,0,1.230,0.180,-0.190,0,,,,,0.000000,,,0,3887.00,258.00,-57.00,0,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0,-0.080,0.110,-0.110,0,,,,,4.73,0.09,-0.09,0
Kepler-26 e,Kepler-26,1,4,0,46.82771400,0.00010210,-0.00010210,0,0.208500,,,0,2.110,0.320,-0.320,0,,,,,0.000000,,,0,3887.00,258.00,-57.00,0,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0,-0.080,0.110,-0.110,0,,,,,4.73,0.09,-0.09,0
Kepler-26 e,Kepler-26,1,4,0,46.82771400,0.00010210,-0.00010210,0,0.208500,,,0,2.110,0.320,-0.320,0,,,,,0.000000,,,0,3887.00,258.00,-57.00,0,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0,-0.080,0.110,-0.110,0,,,,,4.73,0.09,-0.09,0
Kepler-26 e,Kepler-26,1,4,0,46.82771400,0.00010210,-0.00010210,0,0.208500,,,0,2.110,0.320,-0.320,0,,,,,0.000000,,,0,3887.00,258.00,-57.00,0,0.53,0.08,-0.08,0,0.55,0.08,-0.08,0,-0.080,0.110,-0.110,0,,,,,4.73,0.09,-0.09,0
Kepler-26 e,Kepler-26,1,4,0,46.82771400,0.00010210,-0.00010210,0,,,,,2.340,0.120,-0.110,0,,,,,,,,,4097.00,37.43,-35.78,0,0.60,0.02,-0.02,0,0.62,0.02,-0.03,0,-0.050,0.080,-0.111,0,,,,,4.68,0.01,-0.01,0
Kepler-26 e,Kepler-26,1,4,0,46.82767725,0.00009794,-0.00009794,0,0.206800,,,0,2.130,0.120,-0.160,0,,,,,0.000000,,,0,3879.00,77.00,-85.00,0,0.54,0.03,-0.04,0,0.54,0.04,-0.03,0,-0.120,0.150,-0.150,0,,,,,4.71,0.04,-0.02,0
Kepler-26 e,Kepler-26,1,4,0,46.82787000,0.00039000,-0.00039000,0,0.218000,,,0,2.980,0.180,-0.180,0,,,,,0.000000,,,0,4486.00,100.00,-100.00,0,0.58,0.02,-0.02,0,0.63,0.03,-0.03,0,,,,0,,,,,4.72,0.20,-0.20,0
Kepler-26 e,Kepler-26,1,4,0,,,,,,,,,2.404,0.080,-0.104,0,,,,,,,,,3884.00,78.00,-78.00,0,0.61,0.02,-0.02,0,,,,,,,,,,,,,,,,
Kepler-26 e,Kepler-26,1,4,0,46.82763492,0.00016200,-0.00016000,0,,,,,2.100,0.360,-0.330,0,,,,,,,,,4486.00,116.00,-116.00,0,0.46,,,0,0.70,,,0,-0.210,0.100,-0.100,0,-1.111,,,0,4.96,,,0
Kepler-26 e,Kepler-26,1,4,0,46.82767725,0.00009794,-0.00009794,0,,,,0,,,,0,,,,,,,,0,4486.00,116.00,-116.00,0,0.46,,,0,0.70,,,0,-0.210,0.100,-0.100,0,-1.111,,,0,4.96,,,0
Kepler-26 e,Kepler-26,1,4,0,46.82800000,,,0,,,,,1.920,0.440,-0.380,0,,,,,,,,,3853.00,85.00,-107.00,0,0.45,0.09,-0.10,0,0.47,0.08,-0.11,0,-0.500,0.300,-0.400,0,,,,,4.81,0.09,-0.11,0
Kepler-26 e,Kepler-26,1,4,0,,,,,,,,,2.572,0.078,-0.078,0,,,,,,,,,4049.00,58.00,-58.00,0,0.60,0.03,-0.03,0,0.64,0.07,-0.07,0,,,,,-1.060,0.052,-0.059,0,,,,
Kepler-26 e,Kepler-26,1,4,0,46.82766965,0.00000212,-0.00000212,0,,,,,,,,,,,,,,,,,4486.00,116.00,-116.00,0,0.46,,,0,0.70,,,0,-0.210,0.100,-0.100,0,-1.111,,,0,4.96,,,0
Kepler-26 e,Kepler-26,1,4,0,46.82791500,0.00017300,-0.00017300,0,0.220000,,,0,2.410,0.150,-0.150,0,,,,,,,,,4486.00,116.00,-116.00,0,0.57,0.03,-0.03,0,,,,,,,,,,,,,4.73,0.20,-0.20,0
Kepler-265 b,Kepler-265,1,4,0,6.84626200,0.00006300,-0.00006300,0,0.069000,,,0,1.860,0.450,-0.450,0,,,,,,,,,5835.00,118.00,-118.00,0,1.10,0.23,-0.23,0,,,,,,,,,,,,,4.33,0.15,-0.15,0
Kepler-265 b,Kepler-265,1,4,0,6.84619299,0.00003681,-0.00003681,0,,,,,1.670,0.210,-0.160,0,,,,,,,,,5883.00,89.62,-81.87,0,1.03,0.13,-0.09,0,0.98,0.05,-0.05,0,-0.140,0.120,-0.121,0,,,,,4.41,0.08,-0.10,0
Kepler-265 b,Kepler-265,1,4,0,6.84619236,0.00004036,-0.00004036,0,0.067700,,,0,1.670,0.250,-0.270,0,,,,,0.000000,,,0,5839.00,105.00,-105.00,0,1.07,0.16,-0.17,0,0.88,0.07,-0.05,0,-0.280,0.150,-0.150,0,,,,,4.33,0.16,-0.10,0
Kepler-265 b,Kepler-265,1,4,0,6.84619299,0.00003681,-0.00003681,0,0.071600,,,0,1.660,0.690,-0.160,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 b,Kepler-265,1,4,0,6.84619299,0.00003681,-0.00003681,0,0.071600,,,0,1.660,0.690,-0.160,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 b,Kepler-265,1,4,0,6.84619299,0.00003681,-0.00003681,0,0.071600,,,0,1.660,0.690,-0.160,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 b,Kepler-265,1,4,0,6.84618786,0.00004883,-0.00004883,0,,,,,,,,,,,,,,,,,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-265 b,Kepler-265,1,4,0,6.84619236,0.00004036,-0.00004036,0,,,,0,,,,0,,,,,,,,0,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-265 b,Kepler-265,1,4,0,,,,,,,,,1.524,0.117,-0.105,0,,,,,,,,,5871.00,117.00,-117.00,0,0.97,0.06,-0.06,0,,,,,,,,,,,,,,,,
Kepler-265 b,Kepler-265,1,4,0,6.84611300,0.00009700,-0.00009700,0,0.074000,,,0,1.620,0.590,-0.590,0,,,,,0.000000,,,0,6315.00,122.00,-122.00,0,1.07,0.39,-0.39,0,1.15,0.11,-0.11,0,,,,0,,,,,4.44,0.30,-0.30,0
Kepler-265 c,Kepler-265,1,4,0,17.02902786,0.00007532,-0.00007532,0,0.124300,,,0,2.540,0.380,-0.410,0,,,,,0.000000,,,0,5839.00,105.00,-105.00,0,1.07,0.16,-0.17,0,0.88,0.07,-0.05,0,-0.280,0.150,-0.150,0,,,,,4.33,0.16,-0.10,0
Kepler-265 c,Kepler-265,1,4,0,17.02902817,0.00008231,-0.00008231,0,,,,,,,,,,,,,,,,,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-265 c,Kepler-265,1,4,0,17.02902105,0.00006975,-0.00006975,0,0.131500,,,0,2.410,1.010,-0.230,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 c,Kepler-265,1,4,0,17.02893700,0.00013600,-0.00013600,0,0.127000,,,0,2.630,0.550,-0.550,0,,,,,,,,,5835.00,118.00,-118.00,0,1.10,0.23,-0.23,0,,,,,,,,,,,,,4.33,0.15,-0.15,0
Kepler-265 c,Kepler-265,1,4,0,17.02893963,0.00000526,-0.00000526,0,,,,,,,,,,,,,,,,,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-265 c,Kepler-265,1,4,0,17.02902786,0.00007532,-0.00007532,0,,,,0,,,,0,,,,,,,,0,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-265 c,Kepler-265,1,4,0,17.02902105,0.00006975,-0.00006975,0,0.131500,,,0,2.410,1.010,-0.230,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 c,Kepler-265,1,4,0,17.02885000,0.00016000,-0.00016000,0,0.136000,,,0,2.500,0.910,-0.910,0,,,,,0.000000,,,0,6315.00,122.00,-122.00,0,1.07,0.39,-0.39,0,1.15,0.11,-0.11,0,,,,0,,,,,4.44,0.30,-0.30,0
Kepler-265 c,Kepler-265,1,4,0,,,,,,,,,2.321,0.161,-0.143,0,,,,,,,,,5871.00,117.00,-117.00,0,0.97,0.06,-0.06,0,,,,,,,,,,,,,,,,
Kepler-265 c,Kepler-265,1,4,0,17.02902105,0.00006975,-0.00006975,0,0.131500,,,0,2.410,1.010,-0.230,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 c,Kepler-265,1,4,0,17.02902105,0.00006975,-0.00006975,0,,,,,2.460,0.320,-0.230,0,,,,,,,,,5883.00,89.62,-81.87,0,1.03,0.13,-0.09,0,0.98,0.05,-0.05,0,-0.140,0.120,-0.121,0,,,,,4.41,0.08,-0.10,0
Kepler-265 d,Kepler-265,1,4,0,43.13061700,0.00065800,-0.00065800,0,0.236000,,,0,2.490,0.540,-0.540,0,,,,,,,,,5835.00,118.00,-118.00,0,1.10,0.23,-0.23,0,,,,,,,,,,,,,4.33,0.15,-0.15,0
Kepler-265 d,Kepler-265,1,4,0,43.13121470,0.00035820,-0.00035820,0,0.230900,,,0,2.390,0.350,-0.390,0,,,,,0.000000,,,0,5839.00,105.00,-105.00,0,1.07,0.16,-0.17,0,0.88,0.07,-0.05,0,-0.280,0.150,-0.150,0,,,,,4.33,0.16,-0.10,0
Kepler-265 d,Kepler-265,1,4,0,43.13042000,0.00082000,-0.00082000,0,0.252000,,,0,2.570,0.950,-0.950,0,,,,,0.000000,,,0,6315.00,122.00,-122.00,0,1.07,0.39,-0.39,0,1.15,0.11,-0.11,0,,,,0,,,,,4.44,0.30,-0.30,0
Kepler-265 d,Kepler-265,1,4,0,43.12984363,0.00000932,-0.00000932,0,,,,,,,,,,,,,,,,,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-265 d,Kepler-265,1,4,0,43.13121470,0.00035820,-0.00035820,0,,,,0,,,,0,,,,,,,,0,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-265 d,Kepler-265,1,4,0,43.13080820,0.00036900,-0.00036900,0,0.244400,,,0,2.200,0.920,-0.210,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 d,Kepler-265,1,4,0,43.13080820,0.00036900,-0.00036900,0,0.244400,,,0,2.200,0.920,-0.210,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 d,Kepler-265,1,4,0,,,,,,,,,2.179,0.605,-0.190,0,,,,,,,,,5871.00,117.00,-117.00,0,0.97,0.06,-0.06,0,,,,,,,,,,,,,,,,
Kepler-265 d,Kepler-265,1,4,0,43.13080820,0.00036900,-0.00036900,0,,,,,2.230,0.280,-0.230,0,,,,,,,,,5883.00,89.62,-81.87,0,1.03,0.13,-0.09,0,0.98,0.05,-0.05,0,-0.140,0.120,-0.121,0,,,,,4.41,0.08,-0.10,0
Kepler-265 d,Kepler-265,1,4,0,43.13080820,0.00036900,-0.00036900,0,0.244400,,,0,2.200,0.920,-0.210,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 e,Kepler-265,1,4,0,67.83183090,0.00086030,-0.00086030,0,0.330500,,,0,2.350,0.990,-0.220,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 e,Kepler-265,1,4,0,67.83102400,0.00139600,-0.00139600,0,0.319000,,,0,2.590,0.550,-0.550,0,,,,,,,,,5835.00,118.00,-118.00,0,1.10,0.23,-0.23,0,,,,,,,,,,,,,4.33,0.15,-0.15,0
Kepler-265 e,Kepler-265,1,4,0,67.83183963,0.00032269,-0.00032269,0,,,,,,,,,,,,,,,,,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-265 e,Kepler-265,1,4,0,67.83216380,0.00091190,-0.00091190,0,0.312300,,,0,2.390,0.350,-0.380,0,,,,,0.000000,,,0,5839.00,105.00,-105.00,0,1.07,0.16,-0.17,0,0.88,0.07,-0.05,0,-0.280,0.150,-0.150,0,,,,,4.33,0.16,-0.10,0
Kepler-265 e,Kepler-265,1,4,0,67.83266255,0.00001546,-0.00001546,0,,,,,,,,,,,,,,,,,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-265 e,Kepler-265,1,4,0,67.83183090,0.00086030,-0.00086030,0,0.330500,,,0,2.350,0.990,-0.220,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 e,Kepler-265,1,4,0,67.82990000,0.00160000,-0.00160000,0,0.341000,,,0,2.510,0.920,-0.920,0,,,,,0.000000,,,0,6315.00,122.00,-122.00,0,1.07,0.39,-0.39,0,1.15,0.11,-0.11,0,,,,0,,,,,4.44,0.30,-0.30,0
Kepler-265 e,Kepler-265,1,4,0,,,,,,,,,2.184,0.177,-0.141,0,,,,,,,,,5871.00,117.00,-117.00,0,0.97,0.06,-0.06,0,,,,,,,,,,,,,,,,
Kepler-265 e,Kepler-265,1,4,0,67.83183090,0.00086030,-0.00086030,0,0.330500,,,0,2.350,0.990,-0.220,0,,,,,0.000000,,,0,6299.00,169.00,-220.00,0,0.98,0.41,-0.09,0,1.04,0.17,-0.13,0,-0.320,0.240,-0.300,0,,,,,4.47,0.05,-0.30,0
Kepler-265 e,Kepler-265,1,4,0,67.83183090,0.00086030,-0.00086030,0,,,,,2.460,0.330,-0.240,0,,,,,,,,,5883.00,89.62,-81.87,0,1.03,0.13,-0.09,0,0.98,0.05,-0.05,0,-0.140,0.120,-0.121,0,,,,,4.41,0.08,-0.10,0
Kepler-265 e,Kepler-265,1,4,0,67.83216380,0.00091190,-0.00091190,0,,,,0,,,,0,,,,,,,,0,5963.00,122.00,-122.00,0,0.94,,,0,1.09,,,0,,,,,0.005,,,0,4.53,,,0
Kepler-282 b,Kepler-282,1,4,0,9.22046636,0.00012570,-0.00012570,0,,,,,,,,,,,,,,,,,5848.00,123.00,-123.00,0,1.10,,,0,1.06,,,0,,,,,0.106,,,0,4.38,,,0
Kepler-282 b,Kepler-282,1,4,0,,,,,,,,,1.363,0.099,-0.117,0,,,,,,,,,5656.00,113.00,-113.00,0,1.16,0.07,-0.06,0,,,,,,,,,,,,,,,,
Kepler-282 b,Kepler-282,1,4,0,9.22068890,0.00014930,-0.00014930,0,0.085200,,,0,1.040,0.430,-0.080,0,,,,,0.000000,,,0,6102.00,163.00,-178.00,0,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,-0.380,0.280,-0.300,0,,,,,4.53,0.03,-0.30,0
Kepler-282 b,Kepler-282,1,4,0,9.22068890,0.00014930,-0.00014930,0,0.085200,,,0,1.040,0.430,-0.080,0,,,,,0.000000,,,0,6102.00,163.00,-178.00,0,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,-0.380,0.280,-0.300,0,,,,,4.53,0.03,-0.30,0
Kepler-282 b,Kepler-282,1,4,0,9.22068890,0.00014930,-0.00014930,0,,,,,1.070,0.100,-0.100,0,,,,,,,,,5699.00,67.97,-57.53,0,0.89,0.08,-0.06,0,0.90,0.05,-0.06,0,-0.250,0.132,-0.132,0,,,,,4.49,0.05,-0.08,0
Kepler-282 b,Kepler-282,1,4,0,9.22076910,0.00013960,-0.00013960,0,0.079600,,,0,1.020,0.110,-0.100,0,,,,,0.000000,,,0,5600.00,112.00,-100.00,0,0.87,0.09,-0.09,0,0.79,0.06,-0.04,0,-0.360,0.150,-0.150,0,,,,,4.46,0.10,-0.08,0
Kepler-282 b,Kepler-282,1,4,0,9.22076910,0.00013960,-0.00013960,0,,,,0,,,,0,,,,,,,,0,5848.00,123.00,-123.00,0,1.10,,,0,1.06,,,0,,,,,0.106,,,0,4.38,,,0
Kepler-282 b,Kepler-282,1,4,0,9.22068890,0.00014930,-0.00014930,0,0.085200,,,0,1.040,0.430,-0.080,0,,,,,0.000000,,,0,6102.00,163.00,-178.00,0,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,-0.380,0.280,-0.300,0,,,,,4.53,0.03,-0.30,0
Kepler-282 b,Kepler-282,1,4,0,9.22052400,0.00034100,-0.00034100,0,0.082000,,,0,1.010,0.250,-0.250,0,,,,,,,,,5602.00,155.00,-155.00,0,0.90,0.21,-0.21,0,,,,,,,,,,,,,4.46,0.15,-0.15,0
Kepler-282 b,Kepler-282,1,4,0,9.22123000,0.00021000,-0.00021000,0,0.088000,,,0,1.290,0.500,-0.500,0,,,,,0.000000,,,0,6144.00,95.00,-95.00,0,0.99,0.38,-0.38,0,1.08,0.09,-0.09,0,,,,0,,,,,4.48,0.30,-0.30,0
Kepler-282 c,Kepler-282,1,4,0,13.63952500,0.00023160,-0.00023160,0,,,,,1.260,0.110,-0.120,0,,,,,,,,,5699.00,67.97,-57.53,0,0.89,0.08,-0.06,0,0.90,0.05,-0.06,0,-0.250,0.132,-0.132,0,,,,,4.49,0.05,-0.08,0
Kepler-282 c,Kepler-282,1,4,0,13.63966480,0.00023040,-0.00023040,0,,,,0,,,,0,,,,,,,,0,5848.00,123.00,-123.00,0,1.10,,,0,1.06,,,0,,,,,0.106,,,0,4.38,,,0
Kepler-282 c,Kepler-282,1,4,0,13.63966480,0.00023040,-0.00023040,0,0.103400,,,0,1.100,0.110,-0.110,0,,,,,0.000000,,,0,5600.00,112.00,-100.00,0,0.87,0.09,-0.09,0,0.79,0.06,-0.04,0,-0.360,0.150,-0.150,0,,,,,4.46,0.10,-0.08,0
Kepler-282 c,Kepler-282,1,4,0,13.63952500,0.00023160,-0.00023160,0,0.110600,,,0,1.220,0.500,-0.100,0,,,,,0.000000,,,0,6102.00,163.00,-178.00,0,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,-0.380,0.280,-0.300,0,,,,,4.53,0.03,-0.30,0
Kepler-282 c,Kepler-282,1,4,0,13.63822980,0.00013050,-0.00013050,0,,,,,,,,,,,,,,,,,5848.00,123.00,-123.00,0,1.10,,,0,1.06,,,0,,,,,0.106,,,0,4.38,,,0
Kepler-282 c,Kepler-282,1,4,0,13.63952500,0.00023160,-0.00023160,0,0.110600,,,0,1.220,0.500,-0.100,0,,,,,0.000000,,,0,6102.00,163.00,-178.00,0,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,-0.380,0.280,-0.300,0,,,,,4.53,0.03,-0.30,0
Kepler-282 c,Kepler-282,1,4,0,,,,,,,,,1.471,0.114,-0.107,0,,,,,,,,,5656.00,113.00,-113.00,0,1.16,0.07,-0.06,0,,,,,,,,,,,,,,,,
Kepler-282 c,Kepler-282,1,4,0,13.63894000,0.00035000,-0.00035000,0,0.115000,,,0,1.330,0.510,-0.510,0,,,,,0.000000,,,0,6144.00,95.00,-95.00,0,0.99,0.38,-0.38,0,1.08,0.09,-0.09,0,,,,0,,,,,4.48,0.30,-0.30,0
Kepler-282 c,Kepler-282,1,4,0,13.63952500,0.00023160,-0.00023160,0,0.110600,,,0,1.220,0.500,-0.100,0,,,,,0.000000,,,0,6102.00,163.00,-178.00,0,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,-0.380,0.280,-0.300,0,,,,,4.53,0.03,-0.30,0
Kepler-282 c,Kepler-282,1,4,0,13.63872300,0.00049100,-0.00049100,0,0.106000,,,0,1.200,0.290,-0.290,0,,,,,,,,,5602.00,155.00,-155.00,0,0.90,0.21,-0.21,0,,,,,,,,,,,,,4.46,0.15,-0.15,0
Kepler-282 d,Kepler-282,1,4,0,24.80600000,,,0,,,,,2.460,1.000,-0.200,0,61.00000,35.90000,-36.10000,0,,,,,,,,,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,,,,,,,,,4.53,0.03,-0.30,0
Kepler-282 d,Kepler-282,1,4,0,24.80567750,0.00010330,-0.00010330,0,0.154000,,,0,2.160,0.220,-0.220,0,,,,,0.000000,,,0,5600.00,112.00,-100.00,0,0.87,0.09,-0.09,0,0.79,0.06,-0.04,0,-0.360,0.150,-0.150,0,,,,,4.46,0.10,-0.08,0
Kepler-282 d,Kepler-282,1,4,0,24.80567750,0.00010330,-0.00010330,0,,,,0,,,,0,,,,,,,,0,5848.00,123.00,-123.00,0,1.10,,,0,1.06,,,0,,,,,0.106,,,0,4.38,,,0
Kepler-282 d,Kepler-282,1,4,0,24.80573400,0.00011904,-0.00011904,0,,,,,,,,,,,,,,,,,5848.00,123.00,-123.00,0,1.10,,,0,1.06,,,0,,,,,0.106,,,0,4.38,,,0
Kepler-282 d,Kepler-282,1,4,0,24.80446000,0.00025000,-0.00025000,0,0.171000,,,0,2.460,0.930,-0.930,0,,,,,0.000000,,,0,6144.00,95.00,-95.00,0,0.99,0.38,-0.38,0,1.08,0.09,-0.09,0,,,,0,,,,,4.48,0.30,-0.30,0
Kepler-282 d,Kepler-282,1,4,0,24.80568031,0.00009136,-0.00009136,0,0.164800,,,0,2.300,0.940,-0.180,0,,,,,0.000000,,,0,6102.00,163.00,-178.00,0,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,-0.380,0.280,-0.300,0,,,,,4.53,0.03,-0.30,0
